VisualStudio.16.Release/16.4.6+29905.134
2020-08-23 19:07:31.8168426	ServiceHub.SettingsHost	10404	4	Info	Initialize Ide User context
2020-08-23 19:07:32.0974057	ServiceHub.SettingsHost	10404	4	Info	>>> Started watcher
2020-08-23 19:07:32.0994047	ServiceHub.SettingsHost	10404	4	Info	Initial IdeUser State is SignedIn
2020-08-23 19:07:32.1313551	ServiceHub.SettingsHost	10404	4	Info	Initialize Offline Ide User Session
2020-08-23 19:07:32.1353472	ServiceHub.SettingsHost	10404	4	Info	ProfileMonitor associated, Core Profile 0 Profile 322602688
2020-08-23 19:07:32.1403393	ServiceHub.SettingsHost	10404	4	Info	Initiating polling for SignIn
2020-08-23 19:07:32.4598486	ServiceHub.SettingsHost	10404	10	Info	Poll for SignIn
2020-08-23 19:07:32.4648412	ServiceHub.SettingsHost	10404	10	Info	Poll to connect (IdeUserV3)
2020-08-23 19:07:32.4708285	ServiceHub.SettingsHost	10404	10	Info	Connect Async (IdeUserV3)
2020-08-23 19:07:32.5467151	ServiceHub.SettingsHost	10404	10	Info	Manager ServerUri 'https://go.microsoft.com/fwlink/?LinkID=660932'
2020-08-23 19:07:33.5371818	ServiceHub.SettingsHost	10404	4	Info	SettingsController received InitAsync call from client d6637c81-1214-464b-95f5-3036826a27e5
2020-08-23 19:07:33.5571516	ServiceHub.SettingsHost	10404	4	Info	Processing context state change to SignedIn
2020-08-23 19:07:34.5456232	ServiceHub.SettingsHost	10404	4	Info	Created Online Settings
2020-08-23 19:07:35.0348658	ServiceHub.SettingsHost	10404	10	Info	Awaiting first connection attempt in WaitForFirstRefreshAsync
2020-08-23 19:07:35.0857912	ServiceHub.SettingsHost	10404	10	Info	Wait For First Connect Attempt
2020-08-23 19:07:35.0857912	ServiceHub.SettingsHost	10404	10	Info	Connect Async Piggyback (IdeUserV3)
2020-08-23 19:07:36.1531418	ServiceHub.SettingsHost	10404	7	Info	Resolved fwlink https://go.microsoft.com/fwlink/?LinkID=660932 to https://app.vssps.visualstudio.com/
2020-08-23 19:07:36.1541393	ServiceHub.SettingsHost	10404	7	Info	Unresolved FW Link 'https://go.microsoft.com/fwlink/?LinkID=660932' was resolved to 'https://app.vssps.visualstudio.com/'
2020-08-23 19:07:37.2025183	ServiceHub.SettingsHost	10404	7	Info	Connector initiating silent Ide connection
2020-08-23 19:07:41.5607845	ServiceHub.SettingsHost	10404	3	Info	SettingsController received InitAsync call from client 0c3f703b-cd4f-4e57-93a2-56cb4eb70d87
2020-08-23 19:07:42.5822041	ServiceHub.SettingsHost	10404	6	Info	user authentication successful for IDE user
2020-08-23 19:07:45.6314944	ServiceHub.SettingsHost	10404	7	Info	dahsa.bu@bk.ru signed in for IDE user
2020-08-23 19:07:45.9549928	ServiceHub.SettingsHost	10404	6	Info	Using profile polling interval from server: '1440'
2020-08-23 19:07:45.9609804	ServiceHub.SettingsHost	10404	6	Info	Save registry identity
2020-08-23 19:07:45.9639785	ServiceHub.SettingsHost	10404	6	Info	ProfileMonitor connected
2020-08-23 19:07:45.9649758	ServiceHub.SettingsHost	10404	6	Info	Initiating polling for profile
2020-08-23 19:07:45.9829469	ServiceHub.SettingsHost	10404	6	Info	Refresh Online Settings (newer than version 322602688)
2020-08-23 19:07:45.9939307	ServiceHub.SettingsHost	10404	6	Info	GetProfileAttributes. Container: VisualStudio.14 Revision: 322602688 Scope: Application
2020-08-23 19:07:46.0977701	ServiceHub.SettingsHost	10404	6	Info	Refresh from WaitForFirstRefreshAsync
2020-08-23 19:07:46.0997659	ServiceHub.SettingsHost	10404	6	Info	Settings refresh is piggybacked
2020-08-23 19:07:46.1377068	ServiceHub.SettingsHost	10404	10	Info	Attempting Push Subscription
2020-08-23 19:07:46.2685080	ServiceHub.SettingsHost	10404	6	Info	Waiting for pendingDownloadCategoriesLock in OnSettingsChangedAsync
2020-08-23 19:07:46.2685080	ServiceHub.SettingsHost	10404	6	Info	Clearing pending-download flags and starting upload processor if necessary
2020-08-23 19:07:46.4122823	ServiceHub.SettingsHost	10404	6	Info	OnlineSynchronizer downloaded 0 settings newer than 322602688
2020-08-23 19:07:46.6069864	ServiceHub.SettingsHost	10404	3	Info	Incrementing success count for Settings.GetSetting
2020-08-23 19:07:46.6069864	ServiceHub.SettingsHost	10404	3	Info	SettingsController received GetSettingAsync call for Connected.Accounts.IdentityServiceV2 from client 0c3f703b-cd4f-4e57-93a2-56cb4eb70d87: returning value 
2020-08-23 19:07:46.9724170	ServiceHub.SettingsHost	10404	3	Info	SettingsController received GetMultipleSettingsAsync call for modifiedAfter = 449 from client d6637c81-1214-464b-95f5-3036826a27e5
2020-08-23 19:07:46.9824069	ServiceHub.SettingsHost	10404	3	Info	Incrementing success count for Settings.GetMultipleSettings
